Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
30/09/2024 17:11:45,10/03/2025,"Demand - Cold, (excluding interconnector and storage)",334.526237636364,30/09/2024 16:11:46,
30/09/2024 17:11:45,11/03/2025,"Demand - Cold, (excluding interconnector and storage)",333.079139492727,30/09/2024 16:11:46,
30/09/2024 17:11:45,12/03/2025,"Demand - Cold, (excluding interconnector and storage)",332.100394952727,30/09/2024 16:11:46,
30/09/2024 17:11:45,13/03/2025,"Demand - Cold, (excluding interconnector and storage)",330.411350440182,30/09/2024 16:11:46,
30/09/2024 17:11:45,14/03/2025,"Demand - Cold, (excluding interconnector and storage)",325.427592426,30/09/2024 16:11:46,
30/09/2024 17:11:45,15/03/2025,"Demand - Cold, (excluding interconnector and storage)",299.637399470273,30/09/2024 16:11:46,
30/09/2024 17:11:45,16/03/2025,"Demand - Cold, (excluding interconnector and storage)",295.560315467455,30/09/2024 16:11:46,
30/09/2024 17:11:45,17/03/2025,"Demand - Cold, (excluding interconnector and storage)",325.368626522545,30/09/2024 16:11:46,
30/09/2024 17:11:45,18/03/2025,"Demand - Cold, (excluding interconnector and storage)",323.134599982545,30/09/2024 16:11:46,
02/10/2023 16:39:46,01/10/2023,"Demand - Cold, (excluding interconnector and storage)",172.867042681636,02/10/2023 15:39:47,
02/10/2023 16:39:46,02/10/2023,"Demand - Cold, (excluding interconnector and storage)",195.539939306455,02/10/2023 15:39:47,
02/10/2023 16:39:46,03/10/2023,"Demand - Cold, (excluding interconnector and storage)",198.408047835,02/10/2023 15:39:47,
02/10/2023 16:39:46,04/10/2023,"Demand - Cold, (excluding interconnector and storage)",200.498599957,02/10/2023 15:39:47,
02/10/2023 16:39:46,05/10/2023,"Demand - Cold, (excluding interconnector and storage)",202.625712518182,02/10/2023 15:39:47,
02/10/2023 16:39:46,06/10/2023,"Demand - Cold, (excluding interconnector and storage)",200.458560161636,02/10/2023 15:39:47,
02/10/2023 16:39:46,07/10/2023,"Demand - Cold, (excluding interconnector and storage)",188.960966231545,02/10/2023 15:39:47,
02/10/2023 16:39:46,08/10/2023,"Demand - Cold, (excluding interconnector and storage)",188.892437092727,02/10/2023 15:39:47,
02/10/2023 16:39:46,09/10/2023,"Demand - Cold, (excluding interconnector and storage)",212.633669330182,02/10/2023 15:39:47,
02/10/2023 16:39:46,10/10/2023,"Demand - Cold, (excluding interconnector and storage)",215.539722751455,02/10/2023 15:39:47,
02/10/2023 16:39:46,11/10/2023,"Demand - Cold, (excluding interconnector and storage)",218.651001076364,02/10/2023 15:39:47,
02/10/2023 16:39:46,12/10/2023,"Demand - Cold, (excluding interconnector and storage)",220.321465746909,02/10/2023 15:39:47,
02/10/2023 16:39:46,13/10/2023,"Demand - Cold, (excluding interconnector and storage)",218.200259226,02/10/2023 15:39:47,
02/10/2023 16:39:46,14/10/2023,"Demand - Cold, (excluding interconnector and storage)",205.957531974545,02/10/2023 15:39:47,
02/10/2023 16:39:46,15/10/2023,"Demand - Cold, (excluding interconnector and storage)",206.01397705,02/10/2023 15:39:47,
02/10/2023 16:39:46,16/10/2023,"Demand - Cold, (excluding interconnector and storage)",230.267720708727,02/10/2023 15:39:47,
02/10/2023 16:39:46,17/10/2023,"Demand - Cold, (excluding interconnector and storage)",231.936706564818,02/10/2023 15:39:47,
02/10/2023 16:39:46,18/10/2023,"Demand - Cold, (excluding interconnector and storage)",233.998880909091,02/10/2023 15:39:47,
02/10/2023 16:39:46,19/10/2023,"Demand - Cold, (excluding interconnector and storage)",236.702767008636,02/10/2023 15:39:47,
02/10/2023 16:39:46,20/10/2023,"Demand - Cold, (excluding interconnector and storage)",233.891019025545,02/10/2023 15:39:47,
02/10/2023 16:39:46,21/10/2023,"Demand - Cold, (excluding interconnector and storage)",220.045975777455,02/10/2023 15:39:47,
02/10/2023 16:39:46,22/10/2023,"Demand - Cold, (excluding interconnector and storage)",219.565348657273,02/10/2023 15:39:47,
02/10/2023 16:39:46,23/10/2023,"Demand - Cold, (excluding interconnector and storage)",244.304357561636,02/10/2023 15:39:47,
02/10/2023 16:39:46,24/10/2023,"Demand - Cold, (excluding interconnector and storage)",246.975832482636,02/10/2023 15:39:47,
02/10/2023 16:39:46,25/10/2023,"Demand - Cold, (excluding interconnector and storage)",249.288768849091,02/10/2023 15:39:47,
02/10/2023 16:39:46,26/10/2023,"Demand - Cold, (excluding interconnector and storage)",251.252339443818,02/10/2023 15:39:47,
02/10/2023 16:39:46,27/10/2023,"Demand - Cold, (excluding interconnector and storage)",249.492739382727,02/10/2023 15:39:47,
02/10/2023 16:39:46,28/10/2023,"Demand - Cold, (excluding interconnector and storage)",235.779922134545,02/10/2023 15:39:47,
02/10/2023 16:39:46,29/10/2023,"Demand - Cold, (excluding interconnector and storage)",234.695975868364,02/10/2023 15:39:47,
02/10/2023 16:39:46,30/10/2023,"Demand - Cold, (excluding interconnector and storage)",259.013388756364,02/10/2023 15:39:47,
02/10/2023 16:39:46,31/10/2023,"Demand - Cold, (excluding interconnector and storage)",261.306454325818,02/10/2023 15:39:47,
02/10/2023 16:39:46,01/11/2023,"Demand - Cold, (excluding interconnector and storage)",262.362951829545,02/10/2023 15:39:47,
02/10/2023 16:39:46,02/11/2023,"Demand - Cold, (excluding interconnector and storage)",263.324435082636,02/10/2023 15:39:47,
02/10/2023 16:39:46,03/11/2023,"Demand - Cold, (excluding interconnector and storage)",260.194320503091,02/10/2023 15:39:47,
02/10/2023 16:39:46,04/11/2023,"Demand - Cold, (excluding interconnector and storage)",245.346755111818,02/10/2023 15:39:47,
02/10/2023 16:39:46,05/11/2023,"Demand - Cold, (excluding interconnector and storage)",244.204141899273,02/10/2023 15:39:47,
02/10/2023 16:39:46,06/11/2023,"Demand - Cold, (excluding interconnector and storage)",267.716715678182,02/10/2023 15:39:47,
02/10/2023 16:39:46,07/11/2023,"Demand - Cold, (excluding interconnector and storage)",269.061594032909,02/10/2023 15:39:47,
02/10/2023 16:39:46,08/11/2023,"Demand - Cold, (excluding interconnector and storage)",270.821153349455,02/10/2023 15:39:47,
02/10/2023 16:39:46,09/11/2023,"Demand - Cold, (excluding interconnector and storage)",272.708548684727,02/10/2023 15:39:47,
02/10/2023 16:39:46,10/11/2023,"Demand - Cold, (excluding interconnector and storage)",270.36470896,02/10/2023 15:39:47,
02/10/2023 16:39:46,11/11/2023,"Demand - Cold, (excluding interconnector and storage)",256.896131244727,02/10/2023 15:39:47,
02/10/2023 16:39:46,12/11/2023,"Demand - Cold, (excluding interconnector and storage)",256.855392207364,02/10/2023 15:39:47,
02/10/2023 16:39:46,13/11/2023,"Demand - Cold, (excluding interconnector and storage)",282.674809760909,02/10/2023 15:39:47,
